mutantId,project,package,path,filename,class,method,eventType,originalExp,mutatedExp,startLine,endLine,sourceCodeLocation,evaluationResult
1300,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","==(boolean,boolean)",641,742,705,c < '0' || c > '9' |==> c < '0' == c > '9'
1301,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","FALSE(boolean,boolean)",641,742,705,c < '0' || c > '9' |==> false
1302,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","LHS(boolean,boolean)",641,742,705,c < '0' || c > '9' |==> c < '0'
1303,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","RHS(boolean,boolean)",641,742,705,c < '0' || c > '9' |==> c > '9'
1304,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",641,742,705,c < '0' || c > '9' |==> true
1305,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,<METHOD_INVOCATION(boolean)>,TRUE,641,742,706,isLiteral(c) |==> false
1306,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,<METHOD_INVOCATION(boolean)>,FALSE,641,742,706,isLiteral(c) |==> true
1307,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,STD,<BREAK>,<NO-OP>,641,742,707,break charactersOfNumber; |==> <NO-OP>
1308,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,STD,<RETURN>,<NO-OP>,641,742,709,return PEEKED_NONE; |==> <NO-OP>
1309,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","!=(int,int)",641,742,711,last == NUMBER_CHAR_SIGN |==> last != NUMBER_CHAR_SIGN
1310,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","<(int,int)",641,742,711,last == NUMBER_CHAR_SIGN |==> last < NUMBER_CHAR_SIGN
1311,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","<=(int,int)",641,742,711,last == NUMBER_CHAR_SIGN |==> last <= NUMBER_CHAR_SIGN
1312,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)",">(int,int)",641,742,711,last == NUMBER_CHAR_SIGN |==> last > NUMBER_CHAR_SIGN
1313,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)",">=(int,int)",641,742,711,last == NUMBER_CHAR_SIGN |==> last >= NUMBER_CHAR_SIGN
1314,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","FALSE(int,int)",641,742,711,last == NUMBER_CHAR_SIGN |==> false
1315,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","TRUE(int,int)",641,742,711,last == NUMBER_CHAR_SIGN |==> true
1316,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","!=(int,int)",641,742,711,last == NUMBER_CHAR_NONE |==> last != NUMBER_CHAR_NONE
1317,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","<(int,int)",641,742,711,last == NUMBER_CHAR_NONE |==> last < NUMBER_CHAR_NONE
1318,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","<=(int,int)",641,742,711,last == NUMBER_CHAR_NONE |==> last <= NUMBER_CHAR_NONE
1319,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)",">(int,int)",641,742,711,last == NUMBER_CHAR_NONE |==> last > NUMBER_CHAR_NONE
1320,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)",">=(int,int)",641,742,711,last == NUMBER_CHAR_NONE |==> last >= NUMBER_CHAR_NONE
1321,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","FALSE(int,int)",641,742,711,last == NUMBER_CHAR_NONE |==> false
1322,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","TRUE(int,int)",641,742,711,last == NUMBER_CHAR_NONE |==> true
1323,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","!=(boolean,boolean)",641,742,711,last == NUMBER_CHAR_SIGN || last == NUMBER_CHAR_NONE |==> last == NUMBER_CHAR_SIGN != (last == NUMBER_CHAR_NONE)
1324,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","&&(boolean,boolean)",641,742,711,last == NUMBER_CHAR_SIGN || last == NUMBER_CHAR_NONE |==> last == NUMBER_CHAR_SIGN && last == NUMBER_CHAR_NONE
1325,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","==(boolean,boolean)",641,742,711,last == NUMBER_CHAR_SIGN || last == NUMBER_CHAR_NONE |==> last == NUMBER_CHAR_SIGN == (last == NUMBER_CHAR_NONE)
1326,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","FALSE(boolean,boolean)",641,742,711,last == NUMBER_CHAR_SIGN || last == NUMBER_CHAR_NONE |==> false
1327,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","LHS(boolean,boolean)",641,742,711,last == NUMBER_CHAR_SIGN || last == NUMBER_CHAR_NONE |==> last == NUMBER_CHAR_SIGN
1328,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","RHS(boolean,boolean)",641,742,711,last == NUMBER_CHAR_SIGN || last == NUMBER_CHAR_NONE |==> last == NUMBER_CHAR_NONE
1329,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",641,742,711,last == NUMBER_CHAR_SIGN || last == NUMBER_CHAR_NONE |==> true
1330,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ORU,---(int),+++(int),641,742,712,-(c - '0') |==> +(c - '0')
1331,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ORU,---(int),~(int),641,742,712,-(c - '0') |==> ~(c - '0')
1332,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(int,int)","%(int,int)",641,742,712,c - '0' |==> c % '0'
1333,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(int,int)","*(int,int)",641,742,712,c - '0' |==> c * '0'
1334,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(int,int)","+(int,int)",641,742,712,c - '0' |==> c + '0'
1335,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(int,int)","/(int,int)",641,742,712,c - '0' |==> c / '0'
1336,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,STD,<ASSIGN>,<NO-OP>,641,742,712,value = -(c - '0'); |==> <NO-OP>
1337,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,STD,<ASSIGN>,<NO-OP>,641,742,713,last = NUMBER_CHAR_DIGIT; |==> <NO-OP>
1338,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","!=(int,int)",641,742,714,last == NUMBER_CHAR_DIGIT |==> last != NUMBER_CHAR_DIGIT
1339,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","<(int,int)",641,742,714,last == NUMBER_CHAR_DIGIT |==> last < NUMBER_CHAR_DIGIT
1340,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","<=(int,int)",641,742,714,last == NUMBER_CHAR_DIGIT |==> last <= NUMBER_CHAR_DIGIT
1341,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)",">(int,int)",641,742,714,last == NUMBER_CHAR_DIGIT |==> last > NUMBER_CHAR_DIGIT
1342,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)",">=(int,int)",641,742,714,last == NUMBER_CHAR_DIGIT |==> last >= NUMBER_CHAR_DIGIT
1343,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","FALSE(int,int)",641,742,714,last == NUMBER_CHAR_DIGIT |==> false
1344,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(int,int)","TRUE(int,int)",641,742,714,last == NUMBER_CHAR_DIGIT |==> true
1345,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,LVR,0,POS,641,742,715,0 |==> 1
1346,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,LVR,0,NEG,641,742,715,0 |==> -1
1347,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)","!=(long,long)",641,742,715,value == 0 |==> value != 0
1348,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)","<(long,long)",641,742,715,value == 0 |==> value < 0
1349,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)","<=(long,long)",641,742,715,value == 0 |==> value <= 0
1350,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)",">(long,long)",641,742,715,value == 0 |==> value > 0
1351,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)",">=(long,long)",641,742,715,value == 0 |==> value >= 0
1352,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)","FALSE(long,long)",641,742,715,value == 0 |==> false
1353,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)","TRUE(long,long)",641,742,715,value == 0 |==> true
1354,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,STD,<RETURN>,<NO-OP>,641,742,716,return PEEKED_NONE; |==> <NO-OP>
1355,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,LVR,POS,0,641,742,718,10 |==> 0
1356,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,LVR,POS,NEG,641,742,718,10 |==> -10
1357,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"*(long,long)","%(long,long)",641,742,718,value * 10 |==> value % 10
1358,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"*(long,long)","+(long,long)",641,742,718,value * 10 |==> value + 10
1359,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"*(long,long)","-(long,long)",641,742,718,value * 10 |==> value - 10
1360,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"*(long,long)","/(long,long)",641,742,718,value * 10 |==> value / 10
1361,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(int,int)","%(int,int)",641,742,718,c - '0' |==> c % '0'
1362,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(int,int)","*(int,int)",641,742,718,c - '0' |==> c * '0'
1363,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(int,int)","+(int,int)",641,742,718,c - '0' |==> c + '0'
1364,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(int,int)","/(int,int)",641,742,718,c - '0' |==> c / '0'
1365,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(long,long)","%(long,long)",641,742,718,value * 10 - (c - '0') |==> value * 10 % (c - '0')
1366,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(long,long)","*(long,long)",641,742,718,value * 10 - (c - '0') |==> value * 10 * (c - '0')
1367,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(long,long)","+(long,long)",641,742,718,value * 10 - (c - '0') |==> value * 10 + (c - '0')
1368,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,AOR,"-(long,long)","/(long,long)",641,742,718,value * 10 - (c - '0') |==> value * 10 / (c - '0')
1369,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,">(long,long)","!=(long,long)",641,742,719,value > MIN_INCOMPLETE_INTEGER |==> value != MIN_INCOMPLETE_INTEGER
1370,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,">(long,long)","<(long,long)",641,742,719,value > MIN_INCOMPLETE_INTEGER |==> value < MIN_INCOMPLETE_INTEGER
1371,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,">(long,long)","<=(long,long)",641,742,719,value > MIN_INCOMPLETE_INTEGER |==> value <= MIN_INCOMPLETE_INTEGER
1372,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,">(long,long)","==(long,long)",641,742,719,value > MIN_INCOMPLETE_INTEGER |==> value == MIN_INCOMPLETE_INTEGER
1373,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,">(long,long)",">=(long,long)",641,742,719,value > MIN_INCOMPLETE_INTEGER |==> value >= MIN_INCOMPLETE_INTEGER
1374,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,">(long,long)","FALSE(long,long)",641,742,719,value > MIN_INCOMPLETE_INTEGER |==> false
1375,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,">(long,long)","TRUE(long,long)",641,742,719,value > MIN_INCOMPLETE_INTEGER |==> true
1376,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)","!=(long,long)",641,742,720,value == MIN_INCOMPLETE_INTEGER |==> value != MIN_INCOMPLETE_INTEGER
1377,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)","<(long,long)",641,742,720,value == MIN_INCOMPLETE_INTEGER |==> value < MIN_INCOMPLETE_INTEGER
1378,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)","<=(long,long)",641,742,720,value == MIN_INCOMPLETE_INTEGER |==> value <= MIN_INCOMPLETE_INTEGER
1379,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)",">(long,long)",641,742,720,value == MIN_INCOMPLETE_INTEGER |==> value > MIN_INCOMPLETE_INTEGER
1380,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)",">=(long,long)",641,742,720,value == MIN_INCOMPLETE_INTEGER |==> value >= MIN_INCOMPLETE_INTEGER
1381,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)","FALSE(long,long)",641,742,720,value == MIN_INCOMPLETE_INTEGER |==> false
1382,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"==(long,long)","TRUE(long,long)",641,742,720,value == MIN_INCOMPLETE_INTEGER |==> true
1383,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"<(long,long)","!=(long,long)",641,742,720,newValue < value |==> newValue != value
1384,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"<(long,long)","<=(long,long)",641,742,720,newValue < value |==> newValue <= value
1385,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"<(long,long)","==(long,long)",641,742,720,newValue < value |==> newValue == value
1386,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"<(long,long)",">(long,long)",641,742,720,newValue < value |==> newValue > value
1387,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"<(long,long)",">=(long,long)",641,742,720,newValue < value |==> newValue >= value
1388,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"<(long,long)","FALSE(long,long)",641,742,720,newValue < value |==> false
1389,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,ROR,"<(long,long)","TRUE(long,long)",641,742,720,newValue < value |==> true
1390,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"&&(boolean,boolean)","!=(boolean,boolean)",641,742,720,value == MIN_INCOMPLETE_INTEGER && newValue < value |==> value == MIN_INCOMPLETE_INTEGER != newValue < value
1391,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"&&(boolean,boolean)","==(boolean,boolean)",641,742,720,value == MIN_INCOMPLETE_INTEGER && newValue < value |==> value == MIN_INCOMPLETE_INTEGER == newValue < value
1392,Gson-18,com.google.gson.stream,rdimadadi/Documents/Projects/Studies/Research/hl_dev/data/packages/Gson-18/src/main/java/com/google/gson/stream,JsonReader.java,JsonReader,peekNumber,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",641,742,720,value == MIN_INCOMPLETE_INTEGER && newValue < value |==> false
